name,address,phone,lat,lon
Wendy's,"1546 SCOTT ST, OTTAWA, ON, K1Y 4S8",0,45.40395,-75.73265
Wendy's,"535 TERMINAL AVE., OTTAWA, ON, K1G 0Z2",6132320890,45.4146799,-75.6437492
Wendy's,"1950 WALKLEY ROAD, OTTAWA, ON, K1H 1W1",6137390311,45.3826632,-75.6314759
Wendy's,"1511 INNES RD., OTTAWA, ON, K1B 1C5",6138013915,45.4160594,-75.604607
Wendy's,"2456 BANK STREET, OTTAWA, ON, K1A 0A1",6137387980,45.3531588,-75.6465446
Wendy's,"3880 INNES ROAD, OTTAWA, ON, K1W 1K9",6138013975,45.4525946,-75.5107201
Wendy's,"1170 PLACE DORLEANS DR, ORLEANS, ON, K1C 7K3",6138013974,45.4755196,-75.5189922
Wendy's,"3681 STRANDHERD DRIVE, NEPEAN, ON, K2J 4G8",6138439454,45.2711907,-75.7437491
Wendy's,"6 EDGEWATER DRIVE, KANATA, ON, K2L 1V8",6138013914,45.2950535,-75.8939656
Wendy's,"2 STAYE COURT, ARNPRIOR, ON, K7S 3G8",6136238910,45.423162,-76.3705426
Wendy's,"115 DUFFERIN STREET, PERTH, ON, K7H 3A5",6132677172,44.9070205,-76.2700012
Wendy's,"383 STEWART STREET, RENFREW, ON, K7V 1Y8",6134323403,45.479051,-76.6964876
Wendy's,"335 STEWART BLVD, BROCKVILLE, ON, K6V 5X3",6134982227,44.60098,-75.70443
Wendy's,"1230 PEMBROKE STREET WEST, PEMBROKE, ON, K8A 6X8",6138011228,45.8324118,-77.148104
Wendy's,"976 ST CHARLES AVE, VAUDREUIL DORION, PQ, J7V 8P5",4502181008,45.413143,-74.04062
Wendy's,"3361 PETAWAWA BLVD., PETAWAWA, ON, K8H 1X7",6138005151,45.8961518,-77.2792499
Wendy's,"17 WARNE CRESCENT, KINGSTON, ON, K7K 6Z5",6135474546,44.266547,-76.4994563
Wendy's,"3009 ST. CHARLES BOULEVARD, KIRKLAND, PQ, H9H 3B5",5145051547,45.4489908,-73.8548832
Wendy's,"1043 PRINCESS ST., KINGSTON, ON, K7L 1H3",6135490160,44.2436926,-76.5160538
Wendy's,"3600 SOURCES RD., DOLLARD ORMEAUX, PQ, H9B 1Z9",5146836263,45.4871534,-73.8007081
Wendy's,"485 GARDINERS ROAD, KINGSTON, ON, K7M 7W9",6133846885,44.2367938,-76.5681856
Wendy's,"2380 HYMUS BLVD., DORVAL, PQ, H9P 1J9",5145420722,45.4762708,-73.7886281
Wendy's,"900 DESSERTE AUTOROUTE 13 OUEST, LAVAL, PQ, H7X 3S9",4506899989,45.5287531,-73.7879589
Wendy's,"26586 VALENTINE DR., EVANS MILLS, NY, 13637",3158185088,44.04052214,-75.84069946
Wendy's,"251 DANJOU BLVD, CHATEAUGUAY, PQ, J6J 2R4",4502011132,45.3597911,-73.7229988
Wendy's,"122 ST. MARTIN BLVD., LAVAL, PQ, H7M 3Y8",4506694384,45.5804467,-73.7072687
Wendy's,"7340 DECARIE BLVD, MONTREAL, PQ, H4P 2N1",5147316748,45.4943619,-73.6544317
Wendy's,"8699 BOUL. NEWMAN, LASALLE, PQ, H8R 1Y9",5147987451,45.431139,-73.6345548
Wendy's,"5180 DECARIE BLVD., MONTREAL, PQ, H3X 2H9",4383802329,45.4841509,-73.6314355
Wendy's,"21182 SALMON RUN MALL LOOP W., WATERTOWN, NY, 13601",3157859190,43.979424,-75.952208
