name,address,phone,lat,lng
Canadian Tire Gas Bar,"1176 Heron Road, Ottawa, ON, K1V 6B2",6137312679,45.378042,-75.66899
Canadian Tire Gas Bar,"1170 Heron Road, Ottawa, ON, K1V 6B2",6137336776,45.37733,-75.668448
Canadian Tire Gas Bar,"1660 Merivale Road, Nepean, ON, K2G 3K4",6132262207,45.343318,-75.72957
Canadian Tire Gas Bar,"2010 Ogilvie Road, Gloucester, ON, K1J 8X3",6137480637,45.435435,-75.606548
Canadian Tire Gas Bar,"2006 Ogilvie Road, Gloucester, ON, K1J 8X3",6137486395,45.435935,-75.605727
Canadian Tire Gas Bar,"255, boul. de la Carriere, Gatineau, QC, J8Y 6W4",8197773844,45.441781,-75.729072
Canadian Tire Gas Bar,"355, boul. de la Carriere, Gatineau, QC, J8Y 6W4",8197774381,45.443001,-75.729452
Canadian Tire Gas Bar,"4776 Bank Street, Gloucester, ON, K1T 0K8",6138221289,45.31765,-75.594075
Canadian Tire Gas Bar,"4778 Bank Street, Gloucester, ON, K1T 0K8",6138226869,45.317948,-75.592997
Canadian Tire Gas Bar,"399, boul. Maloney Ouest, Gatineau, QC, J8P 3W1",8196692033,45.484755,-75.66494
Canadian Tire Gas Bar,"225 Chemin d'Aylmer, Gatineau, QC, J9H 1A3",8196851717,45.396175,-75.83
Canadian Tire Gas Bar,"2201 Greenbank Road, Nepean, ON, K2J 4Y6",6138252766,45.272591,-75.746866
Canadian Tire Gas Bar,"2501 Greenbank Road, Nepean, ON, K2J 4Y6",6138235278,45.272187,-75.746012
Canadian Tire Gas Bar,"2135 Robertson Road, Nepean, ON, K2H 5Z2",6138299580,45.322314,-75.835517
Canadian Tire Gas Bar,"2135 Robertson Road, Nepean, ON, K2H 5Z2",6138298944,45.32145,-75.836049
Canadian Tire Gas Bar,"1775 Tenth Line Road, Orleans, ON, K1E 3X2",6135902429,45.467324,-75.491063
Canadian Tire Gas Bar,"500 Terry Fox Drive, Kanata, ON, K2T 1C3",6132548366,45.308625,-75.916526
Canadian Tire Gas Bar,"9020 County Road 17, Rockland, ON, K4K 1V5",6134464589,45.546421,-75.303035
Canadian Tire Gas Bar,"9040 County Road 17, Rockland, ON, K4K 1V5",6134464410,45.547195,-75.302602
Canadian Tire Gas Bar,"245 Daniel Street South, Arnprior, ON, K7S 3K5",6136236876,45.425861,-76.36534
Canadian Tire Gas Bar,"375 Daniel Street South, Arnprior, ON, K7S 3K6",6136236551,45.425607,-76.366699
Canadian Tire Gas Bar,"4 Ferrara Drive, Highway 15, Smiths Falls, ON, K7A 5K4",6132831193,44.892804,-76.029019
Canadian Tire Gas Bar,"10 Ferrara Drive, Smiths Falls, ON, K7A 5K4",6132833906,44.892075,-76.028996
Canadian Tire Gas Bar,"754 Highway 401 Eastbound, Morrisburg, ON, K0C 1X0",6135431947,44.944845,-75.128966
Canadian Tire Gas Bar,"764 Highway 401 Westbound, Ingleside, ON, K0C 1M0",6135433052,44.970984,-75.081577
Canadian Tire Gas Bar,"45 Dufferin Street, Perth, ON, K7H 3A5",6132673412,44.911233,-76.264786
Canadian Tire Gas Bar,"45 Dufferin Street, Perth, ON, K7H 3A5",6132674721,44.910606,-76.263926
Canadian Tire Gas Bar,"1050 O'Brien Road, Renfrew, ON, K7V 3Z4",6134333957,45.479174,-76.653104
Canadian Tire Gas Bar,"1050 O'Brien Road, Renfrew, ON, K7V 0B4",6134325821,45.479904,-76.653858
Canadian Tire Gas Bar,"101 Ninth Street East, Cornwall, ON, K6J 3A4",6139333552,45.029847,-74.73224
Canadian Tire Gas Bar,"355 Stewart Blvd., Brockville, ON, K6V 4W9",6133456440,44.601243,-75.705415
Canadian Tire Gas Bar,"680 Highway 401 Eastbound, Mallorytown, ON, K0E 1R0",6139231610,44.506013,-75.835797
