name,address,phone,lat,lng
Petro-Canada,"3201 Conroy Road, Ottawa, Ontario, K1G3N4",6132480152,45.373879912634,-75.6239850815973
Petro-Canada,"1740 St. Laurent Blvd, Ottawa, Ontario, K1G1A2",6135235743,45.4051374377341,-75.6271094083786
Petro-Canada,"2471 Bank Street, Ottawa, Ontario, K1V8R9",6137367685,45.3540503923313,-75.6464132666588
Petro-Canada,"2536 Bank St, Gloucester, Ontario, K1T1M9",6132607331,45.3537059345342,-75.6421941518784
Petro-Canada,"1018 Cyrville Road, Gloucester, Ontario, K1J7S4",6137419797,45.425259076928,-75.63735678792
Petro-Canada,"1007 St. Laurent Blvd, Ottawa, Ontario, K1K3B1",6137413539,45.42836,-75.6391918
Petro-Canada,"470 Bronson Ave., Ottawa, Ontario, K1R6J9",6133211264,45.407413178666,-75.7038567960262
Petro-Canada,"676 Somerset Street, Ottawa, Ontario, K1R6P4",6132379555,45.4111594304203,-75.7059153914452
Petro-Canada,"690 Hunt Club Road, Ottawa, Ontario, K1V1C3",6137373155,45.3429102904945,-75.670079276897
Petro-Canada,"42 Montreal Road, Vanier, Ontario, K1L6E7",6137494942,45.4332138731463,-75.6684020161629
Petro-Canada,"292 Rideau Street, Ottawa, Ontario, K1N5Y5",6137893200,45.4286361434535,-75.6853079795837
Petro-Canada,"1941 Innes Road, Gloucester, Ontario, K1B4C6",6137451797,45.4194000272612,-75.5964638292789
Petro-Canada,"1960 Innes Road, Ottawa, Ontario, K1B3K5",6138427460,45.419031998221,-75.5947577738992
Petro-Canada,"1900 Prince Of Wales Dr, Ottawa, Ontario, K2C3V3",6132251018,45.3532451586029,-75.7047278846558
Petro-Canada,"390 Parkdale Ave, Ottawa, Ontario, K1Y1G6",6137291091,45.4009453903097,-75.7294705510139
Petro-Canada,"4000 Riverside Drive, Ottawa, Ontario, K1V2E8",6132499089,45.3337586772955,-75.6939158588648
Petro-Canada,"1432 Baseline Road, Nepean, Ontario, K2C0A9",6132261219,45.3612333439601,-75.7390282675624
Petro-Canada,"2073 Montreal Road, Gloucester, Ontario, K1J6M1",6137476669,45.4474741,-75.5947905
Petro-Canada,"2630 Innes Road, Gloucester, Ontario, K1B4Z5",6138372340,45.4315829112912,-75.5640091001987
Petro-Canada,"2180 Montreal Road, Ottawa, Ontario, K1J1G4",6137426534,45.4494324608641,-75.5883568525314
Petro-Canada,"1856 Carling Avenue, Ottawa, Ontario, K2A1E3",6137296464,45.3757592536735,-75.7571764290333
Petro-Canada,"47 rue Greber, Gatineau, Quebec, J8T3P7",8195610737,45.4616243829715,-75.6993815302849
Petro-Canada,"1431 Woodroffe Avenue, Nepean, Ontario, K2G1V9",6132243903,45.3426411742363,-75.7563932240009
Petro-Canada,"120 St-Raymond, Gatineau, Quebec, J8Y1T1",8197708213,45.4470727937561,-75.743887424469
Petro-Canada,"744, boul Saint-Joseph, Gatineau, Quebec, J8Y4A8",8197777697,45.4573810276672,-75.742084980011
Petro-Canada,"210 boulevard St-Raymond, Gatineau, Quebec, J9A3H6",8197766767,45.4364166660492,-75.766487189502
Petro-Canada,"151 Maloney est, Gatineau, Quebec, J8P1B9",8196639647,45.484018,-75.65063
Petro-Canada,"225 de la Gappe, Gatineau, Quebec, J8T7Y3",8192432247,45.4755543153486,-75.7082484692028
Petro-Canada,"395 Montee Paiement, Gatineau, Quebec, J8P6M7",8195617007,45.4901145994453,-75.675995349884
