name,address,phone,lat,lng
Shell,"1607 CARLING AVE, OTTAWA, Ontario, K2A 1C4",+1 613 729 5877,45.380532,-75.747406
Shell,"962 MERIVALE RD, OTTAWA, Ontario, K1Z 6A2",+1 613 729 3234,45.381224,-75.733486
Shell,"1440 PRINCE OF WALES DR, OTTAWA, Ontario, K2C 1N6",+1 613 224 6210,45.36861,-75.70167
Shell,"135 RUE MONTCALM, GATINEAU, Quebec, J8X 2M1",+1 819 776 5700,45.429011,-75.726147
Shell,"1 MONTREAL RD, VANIER, Ontario, K1L 6E8",+1 613 749 0775,45.43306,-75.66972
Shell,"20 BEECHWOOD AVE, VANIER, Ontario, K1L 8B3",+1 613 744 4228,45.439365,-75.676693
Shell,"1548 MERIVALE ROAD, NEPEAN, Ontario, K2G 3J8",+1 613 224 6313,45.354151,-75.736002
Shell,"2232 ST. LAURENT BLVD, OTTAWA, Ontario, K1G 1B2",+1 613 731 1582,45.38917,-75.61833
Shell,"2238 CARLING AVE, OTTAWA, Ontario, K2B 7G1",+1 613 820 3662,45.368466,-75.773327
Shell,"2498 BANK ST, OTTAWA, Ontario, K1V 8S2",+1 613 523 2027,45.353404,-75.643412
Shell,"1857 MERIVALE ROAD, NEPEAN, Ontario, K2G 1E3",+1 613 727 8774,45.335397,-75.723685
Shell,"1050 BOUL SAINT-JOSEPH, GATINEAU, Quebec, J8Z 1T3",+1 819 772 4194,45.469988,-75.737938
Shell,"420 CH VANIER, GATINEAU, Quebec, J9J 3H8",+1 819 684 3823,45.414351,-75.809194
Shell,"2770 IRIS ST, OTTAWA, Ontario, K2C 1E6",+1 613 828 0694,45.34722,-75.78833
Shell,"620 BOUL MALONEY O, GATINEAU, Quebec, J8T 8K7",+1 819 243 3353,45.482386,-75.674944
Shell,"1668 CHEMIN PINK., GATINEAU, Quebec, J9J 3N7",+1 819 771 0653,45.441971,-75.815705
Shell,"2950 WOODROFFE AVENUE., NEPEAN, Ontario, K2J 4G3",+1 613 843 0216,45.29167,-75.727999
Shell,"3190 PRINCE OF WALES DRIVE, NEPEAN, Ontario, K2C 3H1",+1 613 823 0692,45.286855,-75.702931
Shell,"451-A MONTEE DE LA SOURCE, CANTLEY, Quebec, J8V 3B5",+1 819 827 4086,45.539322,-75.772486
Shell,"2975 ST. JOSEPH BLVD, ORLEANS, Ontario, K1C 7C2",+1 613 824 3999,45.475871,-75.516479
Shell,"106 EAGLESON RD, KANATA, Ontario, K2L 2P1",+1 613 592 5613,45.31333,-75.8825
Shell,"1993 TENTH LINE RD, ORLEANS, Ontario, K4A 4H8",+1 613 837 0357,45.46167,-75.4875
Shell,"720 MARCH RD, KANATA, Ontario, K2K 2R9",+1 613 592 6206,45.350863,-75.926498
Shell,"473 TERRY FOX DR, KANATA, Ontario, K2T 1E8",+1 613 599 4980,45.312139,-75.932687
Shell,"2145 CARP RD., OTTAWA, Ontario, K0A 1L0",+1 613 836 3788,45.279248,-75.955471
Shell,"1711 ROUTE 105, CHELSEA, Quebec, J9B 0B9",+1 819 866 3220,45.600284,-75.901146
Shell,"2653 MARCH ROAD, CARP, Ontario, K0A 1L0",+1 613 839 2404,45.317777,-76.049702
Shell,"9061 COUNTY ROAD 17., Rockland, Ontario, K4K 0B4",+1 613 446 9143,45.545488,-75.301756
Shell,"395 DANIEL STREET SOUTH., Arnprior, Ontario, K7S 3G9",+1 613 623 9457,45.423856,-76.36873
Shell,"230 GORE ST E., PERTH, Ontario, K7H 1K7",+1 613 267 3914,44.892322,-76.240741
Shell,"367 RAGLAN ST S, RENFREW, Ontario, K7V 1R6",+1 613 432 7433,45.469582,-76.680363
Shell,"5842 HWY 34, Vankleek Hill, Ontario, K0B 1R0",+1 613 678 2005,45.52062,-74.651988
Shell,"RTE 105 RR1, Gracefield, Quebec, J0X 1W0",+1 819 463 2561,46.126678,-75.98103
Shell,"132 MARLBOROUGH ST N, CORNWALL, Ontario, K6H 3Z9",+1 613 932 6295,45.020994,-74.718415
Shell,"235 MCGILL STREET, Hawkesbury, Ontario, K6A 1P7",+1 613 632 0061,45.608654,-74.613232
